,Stifel,VINCENT ANDERSON,2nd,2.246376,buy,2/7/2019
,Macquarie,H COOLEY MAY,3rd,0.900225,outperform,2/14/2019
,Vertical Group,HEATHER JONES,3rd,0.900225,buy,2/13/2019
,Baird,BEN KALLO,3rd,0.900225,outperform,2/11/2019
,PERM DENIED,PERM DENIED,4th,0.308307,buy,2/8/2019
,"Morningstar, Inc",SETH GOLDSTEIN,5th,0,hold,2/8/2019
,BMO Capital Markets,KENNETH ZASLOW,5th,0,market perform,2/6/2019
,Morgan Stanley,VINCENT ANDREWS,5th,0,Equalwt/Cautious,2/6/2019
,Credit Suisse,ROBERT MOSKOW,5th,0,neutral,2/5/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
VNOM US Equity,SunTrust Robinson Humphrey,NEAL DINGMANN,1st,61.469311,buy,2/13/2019
,Northland Securities Inc,JEFF GRAMPP,1st,61.469311,outperform,2/11/2019
,Imperial Capital LLC,JASON WANGLER,1st,61.469311,outperform,2/7/2019
,Raymond James,JOHN FREEMAN,1st,61.469311,strong buy,2/6/2019
,Alliance Global Partners,JOEL MUSANTE,1st,61.469311,buy,2/6/2019
,PERM DENIED,PERM DENIED,1st,61.469311,buy,10/30/2018
,Credit Suisse,BETTY JIANG,2nd,47.201398,outperform,2/5/2019
,Stifel,Timothy Howard,3rd,19.530655,buy,2/6/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
AG US Equity,BMO Capital Markets,RYAN THOMPSON,1st,10.75419,market perform,2/11/2019
,Cormark Securities Inc.,RICHARD GRAY,2nd,9.358293,buy,1/31/2019
,HC Wainwright & Co LLC,HEIKO IHLE,2nd,9.358293,buy,1/15/2019
,Echelon Wealth Partners Inc,GABRIEL GONZALEZ,3rd,8.632142,buy,11/30/2018
,Scotiabank,OVAIS HABIB,4th,0,sector perform,2/11/2019
,Roth Capital Partners,JAKE SEKELSKY,5th,-4.215453,buy,1/15/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
NOC US Equity,Credit Suisse,ROBERT SPINGARN,1st,10.39391,outperform,1/31/2019
,"Morningstar, Inc",CHRIS HIGGINS,2nd,3.717698,hold,2/5/2019
,Stifel,JOSEPH DENARDI,3rd,0,hold,2/14/2019
,Morgan Stanley,RAJEEV LALWANI,3rd,0,Equalwt/In-Line,2/13/2019
,PERM DENIED,PERM DENIED,3rd,0,market perform,2/8/2019
,Cowen,CAI VON RUMOHR,3rd,0,market perform,2/6/2019
,Buckingham Research Group,RICHARD SAFRAN,4th,-3.668691,buy,2/14/2019
,Barclays,DAVID STRAUSS,5th,-15.72087,overweight,2/1/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
SNV US Equity,Barclays,MATTHEW KEATING,1st,12.88096,overweight,1/16/2019
,Raymond James,MICHAEL ROSE,2nd,5.376446,outperform,2/14/2019
,FIG Partners LLC,CHRISTOPHER MARINAC,3rd,4.985127,outperform,1/15/2019
,"Keefe, Bruyette & Woods",BRADY GAILEY,4th,4.101507,outperform,2/8/2019
,Morgan Stanley,KEN ZERBE,5th,3.087677,Overwt/In-Line,2/4/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
OAS US Equity,Evercore ISI,STEPHEN RICHARDSON,1st,52.357322,in-line,2/3/2019
,Susquehanna Financial,BIJU PERINCHERIL,2nd,41.697001,Positive,2/8/2019
,ISS-EVA,ANTHONY CAMPAGNA,3rd,38.719219,underweight,4/19/2018
,"Morningstar, Inc",DAVID MEATS,4th,15.390879,hold,2/7/2019
,Tudor Pickering & Co,JEOFFREY LAMBUJON,5th,4.671717,hold,2/15/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
CNQ US Equity,Macquarie,BRIAN BAGNELL,1st,7.682512,outperform,1/31/2019
,"Morningstar, Inc",JOE GEMINO,2nd,5.728404,buy,1/7/2019
,Tudor Pickering & Co,MATTHEW MURPHY,3rd,5.463384,buy,2/15/2019
,PERM DENIED,PERM DENIED,4th,0,neutral,2/7/2019
,Wells Fargo Securities,ROGER READ,4th,0,market perform,2/4/2019
,RBC Capital Markets,GREG PARDY,5th,-2.260753,outperform,2/15/2019
,GMP,MICHAEL DUNN,5th,-2.260753,buy,2/15/2019
,Edward Jones,JENNIFER ROWLAND,5th,-2.260753,buy,2/13/2019
,Scotiabank,JASON BOUVIER,5th,-2.260753,sector outperform,2/11/2019
,National Bank Financial,TRAVIS WOOD,5th,-2.260753,outperform,2/11/2019
,Cormark Securities Inc.,AMIR ARIF,5th,-2.260753,buy,2/8/2019
,Raymond James,CHRIS COX,5th,-2.260753,outperform,2/7/2019
,Canaccord Genuity,DENNIS FONG,5th,-2.260753,buy,2/7/2019
,BMO Capital Markets,RANDY OLLENBERGER,5th,-2.260753,outperform,2/7/2019
,Societe Generale,JOHN HERRLIN,5th,-2.260753,buy,2/5/2019
,Desjardins Securities,JUSTIN BOUCHARD,5th,-2.260753,buy,1/31/2019
,Eight Capital,PHIL SKOLNICK,5th,-2.260753,buy,1/29/2019
,Morgan Stanley,BENNY WONG,5th,-2.260753,Overwt/In-Line,1/29/2019
,AltaCorp Capital Inc.,NICHOLAS LUPICK,5th,-2.260753,outperform,1/18/2019
,Barclays,PAUL CHENG,5th,-2.260753,overweight,1/10/2019
,J.P. Morgan,PHIL GRESH,5th,-2.260753,overweight,1/8/2019
,TD Securities,MENNO HULSHOF,5th,-2.260753,buy,1/7/2019
,Goldman Sachs,NEIL MEHTA,5th,-2.260753,buy/attractive,12/17/2018
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
CRZO US Equity,Jefferies,MARK LEAR,1st,45.147029,buy,2/8/2019
,J.P. Morgan,MICHAEL GLICK,2nd,20.251571,underweight,2/11/2019
,Goldman Sachs,JOHN NELSON,3rd,0,neutral/attractive,2/15/2019
,Piper Jaffray,KASHY HARRISON,3rd,0,neutral,2/6/2019
,Scotia Howard Weil Inc,PHILIP STUART,4th,-13.986009,sector perform,12/20/2018
,Seaport Global Securities,MIKE KELLY,5th,-21.355569,neutral,2/7/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
TAL US Equity,CCB International Securities L,ERIC QIU,1st,34.013417,outperform,1/25/2019
,UOB Kay Hian,JULIA PAN,2nd,27.539366,hold,1/25/2019
,Haitong International,MAGGIE ZHENG,3rd,20.756119,buy,1/25/2019
,ISS-EVA,ANTHONY CAMPAGNA,4th,13.67249,underweight,3/23/2018
,Morgan Stanley,SHENG ZHONG,5th,7.140825,Equalwt/Attractive,1/29/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
LOXO US Equity,Stifel,STEPHEN WILLEY,1st,123.549604,buy,1/7/2019
,PERM DENIED,PERM DENIED,2nd,121.634805,neutral,1/7/2019
,IFS Securities,DAVID BOUCHEY,3rd,117.419815,market perform,1/7/2019
,Morgan Stanley,MATTHEW HARRISON,4th,93.979663,Overwt/In-Line,1/18/2019
,JMP Securities,Konstantinos Aprilakis,5th,73.56509,market outperform,11/30/2018
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
HBI US Equity,Stifel,JIM DUFFY,1st,12.84887,buy,2/7/2019
,ISS-EVA,ANTHONY CAMPAGNA,2nd,4.384954,underweight,2/14/2019
,Macquarie,LAURENT VASILESCU,3rd,0,neutral,2/14/2019
,PERM DENIED,PERM DENIED,3rd,0,neutral,2/13/2019
,Cowen,JOHN KERNAN,3rd,0,market perform,2/8/2019
,Credit Suisse,MICHAEL BINETTI,3rd,0,neutral,2/7/2019
,PERM DENIED,PERM DENIED,3rd,0,neutral,2/7/2019
,Wells Fargo Securities,IKE BORUCHOW,3rd,0,market perform,2/7/2019
,Nomura Instinet,SIMEON SIEGEL,3rd,0,neutral,12/4/2018
,Buckingham Research Group,ERIC TRACY,4th,-5.581723,buy,2/11/2019
,"B Riley FBR, Inc.",SUSAN ANDERSON,4th,-5.581723,buy,2/8/2019
,Evercore ISI,OMAR SAAD,4th,-5.581723,long,2/7/2019
,CL King & Associates,STEVEN MAROTTA,4th,-5.581723,buy,2/7/2019
,Value Investment Principals,SHACHI SEKSARIA,4th,-5.581723,buy,5/2/2018
,Barclays,CHETHAN MALLELA,5th,-10.33388,equalweight,2/8/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
CBOE US Equity,ISS-EVA,ANTHONY CAMPAGNA,1st,20.897961,underweight,2/9/2019
,J.P. Morgan,KENNETH WORTHINGTON,2nd,9.603067,neutral,2/11/2019
,PERM DENIED,PERM DENIED,3rd,0,neutral,2/12/2019
,"Keefe, Bruyette & Woods",KYLE VOIGT,3rd,0,market perform,2/12/2019
,PERM DENIED,PERM DENIED,3rd,0,neutral,2/11/2019
,Barclays,JEREMY CAMPBELL,3rd,0,equalweight,2/11/2019
,Jefferies,DANIEL FANNON,3rd,0,hold,2/8/2019
,PERM DENIED,PERM DENIED,3rd,0,market perform,2/8/2019
,"Sandler O'Neill & Partners, LP",RICHARD REPETTO,4th,-3.117555,buy,2/8/2019
,Raymond James,PATRICK O'SHAUGHNESSY,5th,-4.737394,outperform,2/8/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
PRTA US Equity,ISS-EVA,CASEY LEA,1st,70.548272,hold,11/13/2018
,Barclays,GEOFFREY MEACHAM,2nd,-53.94671,underweight,11/9/2018
,Nomura Instinet,CHRISTOPHER MARAI,3rd,-59.047031,buy,2/15/2019
,Jefferies,MICHAEL YEE,4th,-64.185619,hold,2/15/2019
,RBC Capital Markets,KENNEN MACKAY,4th,-64.185619,sector perform,2/14/2019
,Oppenheimer & Co,JAY OLSON,4th,-64.185619,market perform,11/11/2018
,BTIG LLC,ROBERT HAZLETT,5th,-65.478039,neutral,11/8/2018
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
GSK US Equity,"Morningstar, Inc",DAMIEN CONOVER,1st,16.68373,buy,2/12/2019
,Argus Research Corp,JOHN EADE,1st,16.68373,buy,2/6/2019
,"Ameriprise Advisor Services, I",ANDREW HEANEY,1st,16.68373,buy,2/8/2018
,ISS-EVA,CASEY LEA,2nd,9.324478,underweight,11/1/2018
,PERM DENIED,PERM DENIED,3rd,0,neutral,2/13/2019
,Edward Jones,ASHTYN EVANS,3rd,0,hold,2/13/2019
,Cowen,STEVEN SCALA,3rd,0,market perform,2/11/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
OLED US Equity,ISS-EVA,ANTHONY CAMPAGNA,1st,26.69667,underweight,2/14/2019
,Oppenheimer & Co,ANDREW UERKWITZ,2nd,17.14264,outperform,1/23/2019
,Gabelli & Co,HENDI SUSANTO,3rd,2.345145,buy,11/2/2018
,Cross Research,SHANNON CROSS,4th,0,hold,11/1/2018
,Needham & Co,JAMES RICCHIUTI,5th,-26.287159,buy,1/23/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
PZZA US Equity,ISS-EVA,ANTHONY CAMPAGNA,1st,20.704637,sell,11/8/2018
,Stifel,CHRISTOPHER O'CULL,2nd,16.1847,hold,2/4/2019
,Jefferies,ALEXANDER SLAGLE,3rd,8.675217,buy,2/13/2019
,Longbow Research,ALTON STUMP,4th,4.17466,buy,2/6/2019
,BTIG LLC,PETER SALEH,5th,0,neutral,2/4/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
SGMS US Equity,ISS-EVA,ANTHONY CAMPAGNA,1st,100.058091,overweight,11/14/2018
,Stifel,STEVEN WIECZYNSKI,2nd,0,hold,1/11/2019
,J.P. Morgan,JOSEPH GREFF,2nd,0,neutral,11/9/2018
,PERM DENIED,PERM DENIED,2nd,0,hold,11/9/2018
,Macquarie,CHAD BEYNON,2nd,0,neutral,11/1/2018
,Union Gaming Research,JOHN DECREE,3rd,-41.160411,buy,12/14/2018
,Craig-Hallum Capital Group LLC,MIKE MALOUF,3rd,-41.160411,buy,11/9/2018
,Telsey Advisory Group,BRIAN MCGILL,4th,-41.360539,outperform,1/29/2019
,Jefferies,DAVID KATZ,5th,-59.838879,hold,2/13/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ASND US Equity,J.P. Morgan,JESSICA FYE,1st,31.6365,overweight,2/13/2019
,Wedbush,LIANA MOUSSATOS,1st,31.6365,outperform,2/12/2019
,Wells Fargo Securities,JIM BIRCHENOUGH,1st,31.6365,outperform,2/5/2019
,PERM DENIED,PERM DENIED,2nd,29.327679,buy,11/28/2018
,SVB Leerink,JOSEPH SCHWARTZ,3rd,-0.62246,outperform,1/24/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
CCJ US Equity,Raymond James,BRIAN MACARTHUR,1st,40.672141,outperform,2/12/2019
,Eight Capital,RALPH PROFITI,1st,40.672141,buy,2/11/2019
,TD Securities,GREG BARNES,2nd,37.693051,buy,2/12/2019
,BMO Capital Markets,ALEXANDER PEARCE,3rd,37.24193,outperform,2/11/2019
,"Morningstar, Inc",KRISTOFFER INTON,4th,32.322869,buy,2/12/2019
,Accountability Research Corp,HARRIET LI,5th,26.586619,hold,2/11/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
TJX US Equity,PERM DENIED,PERM DENIED,1st,30.91858,outperform,2/14/2019
,Edward Jones,BRIAN YARBROUGH,1st,30.91858,buy,2/13/2019
,Wolfe Research,ADRIENNE TENNANT,1st,30.91858,outperform,2/12/2019
,Buckingham Research Group,ERIC TRACY,1st,30.91858,buy,1/9/2019
,Guggenheim Securities,ROBERT DRBUL,1st,30.91858,buy,1/8/2019
,J.P. Morgan,MATTHEW BOSS,1st,30.91858,overweight,1/7/2019
,MKM Partners,ROXANNE MEYER,1st,30.91858,buy,12/27/2018
,Nomura Instinet,SIMEON SIEGEL,1st,30.91858,buy,12/4/2018
,William Blair & Co,DANIEL HOFKIN,1st,30.91858,outperform,11/30/2018
,PERM DENIED,PERM DENIED,1st,30.91858,buy,11/29/2018
,Evercore ISI,OMAR SAAD,1st,30.91858,long,11/27/2018
,PERM DENIED,PERM DENIED,1st,30.91858,buy,11/21/2018
,Morgan Stanley,KIMBERLY GREENBERGER,1st,30.91858,Overwt/Attractive,11/21/2018
,"Miller Tabak + Co., LLC",RICK SNYDER,1st,30.91858,buy,6/24/2016
,ISS-EVA,ANTHONY CAMPAGNA,2nd,24.682841,overweight,8/8/2018
,Atlantic Equities LLP,DANIELA NEDIALKOVA,3rd,22.602829,neutral,11/20/2018
,PERM DENIED,PERM DENIED,4th,20.318571,buy,1/7/2019
,Argus Research Corp,CHRISTOPHER GRAJA,5th,6.183046,buy,1/4/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
JBL US Equity,Cross Research,STEVEN FOX,1st,8.186829,buy,1/22/2019
,Argus Research Corp,JAMES KELLEHER,1st,8.186829,buy,12/20/2018
,Macquarie,GUS PAPAGEORGIOU,1st,8.186829,outperform,12/19/2018
,J.P. Morgan,PAUL COSTER,1st,8.186829,overweight,12/19/2018
,Needham & Co,SEAN HANNAN,1st,8.186829,buy,12/19/2018
,ISS-EVA,ANTHONY CAMPAGNA,1st,8.186829,overweight,9/27/2018
,Goldman Sachs,MARK DELANEY,2nd,3.874026,neutral/neutral,1/8/2019
,Stifel,MATTHEW SHEERIN,3rd,0,hold,1/3/2019
,PERM DENIED,PERM DENIED,3rd,0,neutral,12/19/2018
,Raymond James,ADAM TINDLE,3rd,0,market perform,12/18/2018
,Longbow Research,SHAWN HARRISON,3rd,0,neutral,1/15/2016
,PERM DENIED,PERM DENIED,4th,-8.186829,sell,12/20/2018
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
THC US Equity,Jefferies,BRIAN TANQUILUT,1st,72.242171,hold,2/12/2019
,SVB Leerink,ANA GUPTE,2nd,25.551561,outperform,1/31/2019
,PERM DENIED,PERM DENIED,2nd,25.551561,buy,11/7/2018
,Raymond James,JOHN RANSOM,3rd,18.786401,outperform,11/6/2018
,"Morningstar, Inc",JAKE STROLE,4th,16.06061,hold,2/6/2019
,Mizuho Securities USA Inc,ANN HYNES,5th,1.661817,buy,1/25/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
FDC US Equity,PERM DENIED,PERM DENIED,1st,62.00127,outperform,1/30/2019
,Baird,DAVID KONING,2nd,61.489898,outperform,2/15/2019
,Guggenheim Securities,JEFF CANTWELL,2nd,61.489898,buy,2/15/2019
,Oppenheimer & Co,GLENN GREENE,2nd,61.489898,outperform,2/7/2019
